Index,TagTime,Title,Artist,URL,TrackKey
220,2022-04-17,Alcohol-Free (Japanese ver.),TWICE,https://www.shazam.com/track/605569346/alcohol-free-japanese-ver,605569346
221,2022-04-14,"Flightless Bird, American Mouth",Iron & Wine,https://www.shazam.com/track/45263280/flightless-bird-american-mouth,45263280
222,2022-04-13,Enemy (From Arcane: League of Legends),Imagine Dragons & JID,https://www.shazam.com/track/589545994/enemy-from-arcane-league-of-legends,589545994
223,2022-04-11,Sweat (A La La La La Long),Inner Circle,https://www.shazam.com/track/5873618/sweat-a-la-la-la-la-long,5873618
224,2022-04-11,What You Waiting For?,Gwen Stefani,https://www.shazam.com/track/40582636/what-you-waiting-for,40582636
225,2022-04-08,deja vu,Olivia Rodrigo,https://www.shazam.com/track/564094803/deja-vu,564094803
226,2022-04-07,Chin Music For The Unsuspecting Hero,Foster the People,https://www.shazam.com/track/101730786/chin-music-for-the-unsuspecting-hero,101730786
227,2022-04-07,Swing Lynn,Harmless,https://www.shazam.com/track/357730524/swing-lynn,357730524
228,2022-04-06,Last Train to London,Electric Light Orchestra,https://www.shazam.com/track/67447068/last-train-to-london,67447068
229,2022-04-06,James Brown Is Dead (Mixed),L.A. Style,https://www.shazam.com/track/45231935/james-brown-is-dead-mixed,45231935
230,2022-04-04,Homage,Mild High Club,https://www.shazam.com/track/318399388/homage,318399388
231,2022-04-02,The Hypno,Floorfilla,https://www.shazam.com/track/48651466/the-hypno,48651466
232,2022-03-29,Roses (Imanbek Remix),SAINt JHN,https://www.shazam.com/track/504687476/roses-imanbek-remix,504687476
233,2022-03-27,Cleanin' Out My Closet,Eminem,https://www.shazam.com/track/10826065/cleanin-out-my-closet,10826065
234,2022-03-25,Don't Stop the Party,Black Eyed Peas,https://www.shazam.com/track/52921127/dont-stop-the-party,52921127
235,2022-03-25,Rock That Body,Black Eyed Peas,https://www.shazam.com/track/49062533/rock-that-body,49062533
236,2022-03-24,Played-A-Live (The Bongo Song),Safri Duo,https://www.shazam.com/track/54381216/played-a-live-the-bongo-song,54381216
237,2022-03-22,The Hypno,Floorfilla,https://www.shazam.com/track/48651466/the-hypno,48651466
238,2022-03-21,Tu es foutu,In-Grid,https://www.shazam.com/track/40828655/tu-es-foutu,40828655
239,2022-03-18,Boss of Me,They Might Be Giants,https://www.shazam.com/track/5220295/boss-of-me,5220295
240,2022-03-16,Lowrider,Cypress Hill,https://www.shazam.com/track/5160298/lowrider,5160298
241,2022-03-16,We Live This Shit (LP Version),Cypress Hill,https://www.shazam.com/track/10006872/we-live-this-shit-lp-version,10006872
242,2022-03-16,What U Want From Me,Cypress Hill,https://www.shazam.com/track/10006880/what-u-want-from-me,10006880
243,2022-03-16,Cuban Necktie,Cypress Hill,https://www.shazam.com/track/10006870/cuban-necktie,10006870
244,2022-03-16,Another Victory,Cypress Hill,https://www.shazam.com/track/10006871/another-victory,10006871
245,2022-03-14,Further On Up the Road,Eric Clapton,https://www.shazam.com/track/238556/further-on-up-the-road,238556
246,2022-03-14,I Know,Jude,https://www.shazam.com/track/238531/i-know,238531
247,2022-03-14,Iris,The Goo Goo Dolls,https://www.shazam.com/track/238534/iris,238534
248,2022-03-14,Angel,Sarah McLachlan,https://www.shazam.com/track/238558/angel,238558
249,2022-03-14,Red House,The Jimi Hendrix Experience,https://www.shazam.com/track/278400526/red-house,278400526
250,2022-03-14,Uninvited,Alanis Morissette,https://www.shazam.com/track/238528/uninvited,238528
251,2022-03-10,Everybody (Backstreet's Back) [Radio Edit],Backstreet Boys,https://www.shazam.com/track/40395571/everybody-backstreets-back-radio-edit,40395571
252,2022-03-10,Larger Than Life,Backstreet Boys,https://www.shazam.com/track/225915/larger-than-life,225915
253,2022-02-26,Otra Noche en L.A.,Ricky Martin,https://www.shazam.com/track/600893959/otra-noche-en-l-a,600893959
254,2022-02-26,La Vuelta al Mundo,Calle 13,https://www.shazam.com/track/53051571/la-vuelta-al-mundo,53051571
255,2022-02-25,ily (i love you baby) [feat. Emilee],Surf Mesa,https://www.shazam.com/track/504310232/ily-i-love-you-baby-feat-emilee,504310232
256,2022-02-25,SexyBack (feat. Timbaland),Justin Timberlake,https://www.shazam.com/track/44854523/sexyback-feat-timbaland,44854523
257,2022-02-24,Autumn Leaves,The Everly Brothers,https://www.shazam.com/track/5247868/autumn-leaves,5247868
258,2022-02-23,玉门关,"GZQ, DUBJ & 小白受",https://www.shazam.com/track/512933836/%E7%8E%89%E9%97%A8%E5%85%B3,512933836
259,2022-02-21,Mucho Corazón,Luis Miguel,https://www.shazam.com/track/10627235/mucho-coraz%C3%B3n,10627235
260,2022-02-18,Want To Want Me,Jason Derulo,https://www.shazam.com/track/268309379/want-to-want-me,268309379
261,2022-02-17,You Are Wrong,Tomie Baily,https://www.shazam.com/track/550196041/you-are-wrong,550196041
262,2022-02-17,Sunset Party,Great Lion,https://www.shazam.com/track/567788410/sunset-party,567788410
263,2022-02-07,Black Magic Woman/Gypsy Queen,Santana,https://www.shazam.com/track/10521125/black-magic-woman-gypsy-queen,10521125
264,2022-02-05,Can't Buy Me Love (Bossa Version),Tahta Menezes,https://www.shazam.com/track/54275407/cant-buy-me-love-bossa-version,54275407
265,2022-01-30,Un Azteka,Dyablo,https://www.shazam.com/track/55382107/un-azteka,55382107
266,2022-01-30,El Fin,Dyablo & Knightowl,https://www.shazam.com/track/55540127/el-fin,55540127
267,2022-01-30,El Dyablo 666,Dyablo,https://www.shazam.com/track/55382111/el-dyablo-666,55382111
268,2022-01-27,"Mass in C, K. 317 ""Coronation"": 2. Gloria","Anna Tomowa-Sintow, Agnes Baltsa, Werner Krenn, José Van Dam, Berlin Philharmonic, Herbert von Karajan, Rudolf Scholz & Wiener Singverein",https://www.shazam.com/track/377647713/mass-in-c-k-317-coronation-2-gloria,377647713
269,2022-01-24,Golden Throne (Beyond the Wizard's Sleeve Reanimation),Temples,https://www.shazam.com/track/153647661/golden-throne-beyond-the-wizards-sleeve-reanimation,153647661
270,2021-12-25,Aftermath,Caravan Palace,https://www.shazam.com/track/270872640/aftermath,270872640
